django.contrib.contenttypes.models.ContentType	9
django.contrib.auth.models.Group	0
django.contrib.admin.models.LogEntry	2
django.contrib.auth.models.Permission	27
django_hello_world.hello.models.RequestsStorage	60
django.contrib.sessions.models.Session	2
django.contrib.sites.models.Site	1
django.contrib.auth.models.User	1
django_hello_world.hello.models.UserProfile	1
